[0]  name=Iron Mace; desc=A spiky mace; cmd=; price = 63; member=0
[1013]  name=Bronze Throwing Dart; desc=A deadly throwing dart with a bronze tip.; cmd=; price = 2; member=1
[1014]  name=Prototype Throwing Dart; desc=A proto type of a deadly throwing dart.; cmd=; price = 70; member=1
[1015]  name=Iron Throwing Dart; desc=A deadly throwing dart with an iron tip.; cmd=; price = 5; member=1
[1016]  name=Full Water Skin; desc=A skinful of water; cmd=; price = 30; member=1
[1017]  name=Lens mould; desc=A peculiar mould in the shape of a disc; cmd=; price = 10; member=1
[1018]  name=Lens; desc=A perfectly formed glass disc; cmd=; price = 10; member=1
[1019]  name=Desert Robe; desc=Cool light robe to wear in the desert; cmd=; price = 40; member=1
[1020]  name=Desert Shirt; desc=A light cool shirt to wear in the desert; cmd=; price = 40; member=1
[1021]  name=Metal Key; desc=A large metalic key.; cmd=; price = 1; member=1
[1022]  name=Slaves Robe Bottom; desc=A dirty desert skirt; cmd=; price = 40; member=1
[1023]  name=Slaves Robe Top; desc=A dirty desert shirt; cmd=; price = 40; member=1
[1024]  name=Steel Throwing Dart; desc=A deadly throwing dart with a steel tip.; cmd=; price = 20; member=1
[1025]  name=Astrology Book; desc=A book on Astrology in runescape; cmd=Read; price = 2; member=1
[1026]  name=Unholy Symbol mould; desc=use this with silver in a furnace; cmd=; price = 200; member=1
[1027]  name=Unholy Symbol of Zamorak; desc=this needs stringing; cmd=; price = 200; member=1
[1028]  name=Unblessed Unholy Symbol of Zamorak; desc=this needs blessing; cmd=; price = 200; member=1
[1029]  name=Unholy Symbol of Zamorak; desc=a symbol indicating allegiance to Zamorak; cmd=; price = 200; member=1
[1030]  name=Shantay Desert Pass; desc=Allows you into the desert through the Shantay pass worth 5 gold.; cmd=; price = 5; member=1
[1031]  name=Staff of Iban; desc=The staff is damaged; cmd=wield; price = 15; member=1
[1032]  name=Dwarf cannon base; desc=bang; cmd=set down; price = 200000; member=1
[1033]  name=Dwarf cannon stand; desc=bang; cmd=; price = 200000; member=1
[1034]  name=Dwarf cannon barrels; desc=bang; cmd=; price = 200000; member=1
[1035]  name=Dwarf cannon furnace; desc=bang; cmd=; price = 200000; member=1
[1036]  name=Fingernails; desc=Ugh gross!; cmd=; price = 0; member=1
[1037]  name=Powering crystal1; desc=An intricately cut gemstone; cmd=; price = 0; member=1
[1038]  name=Mining Barrel; desc=A roughly constructed barrel for carrying rock.; cmd=; price = 100; member=1
[1039]  name=Ana in a Barrel; desc=A roughly constructed barrel with an Ana in it!; cmd=Look; price = 100; member=1
[1040]  name=Stolen gold; desc=I wish I could spend it; cmd=; price = 300; member=1
[1041]  name=multi cannon ball; desc=A heavy metal spiked ball; cmd=; price = 10; member=1
[1042]  name=Railing; desc=A metal railing replacement; cmd=; price = 10; member=1
[1043]  name=Ogre tooth; desc=big sharp and nasty; cmd=; price = 0; member=1
[1044]  name=Ogre relic; desc=A grotesque symbol of the ogres; cmd=; price = 0; member=1
[1045]  name=Skavid map; desc=A map of cave locations; cmd=; price = 0; member=1
[1046]  name=dwarf remains; desc=The remains of a dwarf savaged by goblins; cmd=; price = 1; member=1
[1047]  name=Key; desc=A key for a chest; cmd=; price = 1; member=1
[1048]  name=Ogre relic part; desc=A piece of a statue; cmd=; price = 0; member=1
[1049]  name=Ogre relic part; desc=A piece of a statue; cmd=; price = 0; member=1
[1050]  name=Ogre relic part; desc=A piece of a statue; cmd=; price = 0; member=1
[1051]  name=Ground bat bones; desc=The ground bones of a bat; cmd=; price = 20; member=1
[1052]  name=Unfinished potion; desc=I need another ingredient to finish the shaman potion; cmd=; price = 3; member=1
[1053]  name=Ogre potion; desc=A strange liquid; cmd=; price = 120; member=1
[1054]  name=Magic ogre potion; desc=A strange liquid that bubbles with power; cmd=; price = 120; member=1
[1055]  name=Tool kit; desc=These could be handy!; cmd=; price = 120; member=1
[1056]  name=Nulodion's notes; desc=Construction notes for dwarf cannon ammo; cmd=read; price = 1; member=1
[1057]  name=cannon ammo mould; desc=Used to make cannon ammo; cmd=; price = 5; member=1
[1058]  name=Tenti Pineapple; desc=The most delicious in the whole of Kharid; cmd=; price = 1; member=1
[1059]  name=Bedobin Copy Key; desc=A copy of a key for the captains of the mining camps chest; cmd=; price = 20; member=1
[1060]  name=Technical Plans; desc=Very technical looking plans for making a thrown weapon of some sort; cmd=Read; price = 500; member=1
[1061]  name=Rock cake; desc=Yum... I think!; cmd=eat; price = 0; member=1
[1062]  name=Bronze dart tips; desc=Dangerous looking dart tips - need feathers for flight; cmd=; price = 1; member=1
[1063]  name=Iron dart tips; desc=Dangerous looking dart tips - need feathers for flight; cmd=; price = 3; member=1
[1064]  name=Steel dart tips; desc=Dangerous looking dart tips - need feathers for flight; cmd=; price = 9; member=1
[1065]  name=Mithril dart tips; desc=Dangerous looking dart tips - need feathers for flight; cmd=; price = 25; member=1
[1066]  name=Adamantite dart tips; desc=Dangerous looking dart tips - need feathers for flight; cmd=; price = 65; member=1
[1067]  name=Rune dart tips; desc=Dangerous looking dart tips - need feathers for flight; cmd=; price = 350; member=1
[1068]  name=Mithril Throwing Dart; desc=A deadly throwing dart with a mithril tip.; cmd=; price = 50; member=1
[1069]  name=Adamantite Throwing Dart; desc=A deadly throwing dart with an adamantite tip.; cmd=; price = 130; member=1
[1070]  name=Rune Throwing Dart; desc=A deadly throwing dart with a runite tip.; cmd=; price = 700; member=1
[1071]  name=Prototype dart tip; desc=Dangerous looking dart tip - needs feathers for flight; cmd=; price = 1; member=1
[1072]  name=info document; desc=read to access variable choices; cmd=read; price = 2; member=1
[1073]  name=Instruction manual; desc=An old note book; cmd=read; price = 1; member=1
[1074]  name=Unfinished potion; desc=I need another ingredient to finish this potion; cmd=; price = 3; member=1
[1075]  name=Iron throwing knife; desc=A finely balanced knife; cmd=; price = 6; member=1
[1076]  name=Bronze throwing knife; desc=A finely balanced knife; cmd=; price = 2; member=1
[1077]  name=Steel throwing knife; desc=A finely balanced knife; cmd=; price = 21; member=1
[1078]  name=Mithril throwing knife; desc=A finely balanced knife; cmd=; price = 54; member=1
[1079]  name=Adamantite throwing knife; desc=A finely balanced knife; cmd=; price = 133; member=1
[1080]  name=Rune throwing knife; desc=A finely balanced knife; cmd=; price = 333; member=1
[1081]  name=Black throwing knife; desc=A finely balanced knife; cmd=; price = 37; member=1
[1082]  name=Water Skin mostly full; desc=A half full skin of water; cmd=; price = 27; member=1
[1083]  name=Water Skin mostly empty; desc=A half empty skin of water; cmd=; price = 24; member=1
[1084]  name=Water Skin mouthful left; desc=A waterskin with a mouthful of water left; cmd=; price = 18; member=1
[1085]  name=Empty Water Skin; desc=A completely empty waterskin; cmd=; price = 15; member=1
[1086]  name=nightshade; desc=Deadly!; cmd=eat; price = 30; member=1
[1087]  name=Shaman robe; desc=This has been left by one of the dead ogre shaman; cmd=search; price = 40; member=1
[1088]  name=Iron Spear; desc=An iron tipped spear; cmd=; price = 13; member=1
[1089]  name=Steel Spear; desc=A steel tipped spear; cmd=; price = 46; member=1
[1090]  name=Mithril Spear; desc=A mithril tipped spear; cmd=; price = 119; member=1
[1091]  name=Adamantite Spear; desc=An adamantite tipped spear; cmd=; price = 293; member=1
[1092]  name=Rune Spear; desc=A rune tipped spear; cmd=; price = 1000; member=1
[1093]  name=Cat; desc=it's fluffs; cmd=Stroke; price = 2; member=1
[1094]  name=Seasoned Sardine; desc=They don't smell any better; cmd=; price = 10; member=1
[1095]  name=Kittens; desc=purrr; cmd=; price = 2; member=1
[1096]  name=Kitten; desc=purrr; cmd=stroke; price = 2; member=1
[1097]  name=Wrought iron key; desc=This key clears unlocks a very sturdy gate of some sort.; cmd=; price = 1; member=1
[1098]  name=Cell Door Key; desc=A roughly hewn key; cmd=; price = 1; member=1
[1099]  name=A free Shantay Disclaimer; desc=Very important information.; cmd=Read; price = 1; member=1
[1100]  name=Doogle leaves; desc=Small sweet smelling leaves; cmd=; price = 2; member=1
[1101]  name=Raw Ugthanki Meat; desc=I need to cook this first; cmd=; price = 2; member=1
[1102]  name=Tasty Ugthanki Kebab; desc=A fresh Kebab made from Ugthanki meat; cmd=eat; price = 20; member=1
[1103]  name=Cooked Ugthanki Meat; desc=Freshly cooked Ugthanki meat; cmd=Eat; price = 5; member=1
[1104]  name=Uncooked Pitta Bread; desc=I need to cook this.; cmd=; price = 4; member=1
[1105]  name=Pitta Bread; desc=Mmmm I need to add some other ingredients yet.; cmd=; price = 10; member=1
[1106]  name=Tomato Mixture; desc=A mixture of tomatoes in a bowl; cmd=; price = 3; member=1
[1107]  name=Onion Mixture; desc=A mixture of onions in a bowl; cmd=; price = 3; member=1
[1108]  name=Onion and Tomato Mixture; desc=A mixture of onions and tomatoes in a bowl; cmd=; price = 3; member=1
[1109]  name=Onion and Tomato and Ugthanki Mix; desc=A mixture of onions and tomatoes and Ugthanki meat in a bowl; cmd=; price = 3; member=1
[1110]  name=Burnt Pitta Bread; desc=Urgh - it's all burnt; cmd=; price = 1; member=1
[1111]  name=Panning tray; desc=used for panning gold; cmd=search; price = 1; member=1
[1112]  name=Panning tray; desc=this tray contains gold nuggets; cmd=take gold; price = 1; member=1
[1113]  name=Panning tray; desc=this tray contains mud; cmd=search; price = 1; member=1
[1114]  name=Rock pick; desc=a sharp pick for cracking rocks; cmd=; price = 1; member=1
[1115]  name=Specimen brush; desc=stiff brush for cleaning specimens; cmd=; price = 1; member=1
[1116]  name=Specimen jar; desc=a jar for holding soil samples; cmd=; price = 1; member=1
[1117]  name=Rock Sample; desc=A rock sample; cmd=; price = 1; member=1
[1118]  name=gold Nuggets; desc=Real gold pieces!; cmd=; price = 1; member=1
[1119]  name=cat; desc=looks like a healthy one; cmd=; price = 1; member=1
[1120]  name=Scrumpled piece of paper; desc=A piece of paper with barely legible writing - looks like a recipe!; cmd=Read; price = 10; member=1
[1121]  name=Digsite info; desc=IAN ONLY; cmd=read; price = 63; member=1
[1122]  name=Poisoned Bronze Throwing Dart; desc=A venomous throwing dart with a bronze tip.; cmd=; price = 2; member=1
[1123]  name=Poisoned Iron Throwing Dart; desc=A venomous throwing dart with an iron tip.; cmd=; price = 5; member=1
[1124]  name=Poisoned Steel Throwing Dart; desc=A venomous throwing dart with a steel tip.; cmd=; price = 20; member=1
[1125]  name=Poisoned Mithril Throwing Dart; desc=A venomous throwing dart with a mithril tip.; cmd=; price = 50; member=1
[1126]  name=Poisoned Adamantite Throwing Dart; desc=A venomous throwing dart with an adamantite tip.; cmd=; price = 130; member=1
[1127]  name=Poisoned Rune Throwing Dart; desc=A deadly venomous dart with a runite tip.; cmd=; price = 700; member=1
[1128]  name=Poisoned Bronze throwing knife; desc=A finely balanced knife with a coating of venom; cmd=; price = 2; member=1
[1129]  name=Poisoned Iron throwing knife; desc=A finely balanced knife with a coating of venom; cmd=; price = 6; member=1
[1130]  name=Poisoned Steel throwing knife; desc=A finely balanced knife with a coating of venom; cmd=; price = 21; member=1
[1131]  name=Poisoned Mithril throwing knife; desc=A finely balanced knife with a coating of venom; cmd=; price = 54; member=1
[1132]  name=Poisoned Black throwing knife; desc=A finely balanced knife with a coating of venom; cmd=; price = 37; member=1
[1133]  name=Poisoned Adamantite throwing knife; desc=A finely balanced knife with a coating of venom; cmd=; price = 133; member=1
[1134]  name=Poisoned Rune throwing knife; desc=A finely balanced knife with a coating of venom; cmd=; price = 333; member=1
[1135]  name=Poisoned Bronze Spear; desc=A bronze tipped spear with added venom ; cmd=; price = 4; member=1
[1136]  name=Poisoned Iron Spear; desc=An iron tipped spear with added venom; cmd=; price = 13; member=1
[1137]  name=Poisoned Steel Spear; desc=A steel tipped spear with added venom; cmd=; price = 46; member=1
[1138]  name=Poisoned Mithril Spear; desc=A mithril tipped spear with added venom; cmd=; price = 119; member=1
[1139]  name=Poisoned Adamantite Spear; desc=An adamantite tipped spear with added venom; cmd=; price = 293; member=1
[1140]  name=Poisoned Rune Spear; desc=A rune tipped spear with added venom; cmd=; price = 1000; member=1
[1141]  name=Book of experimental chemistry; desc=A book on experiments with volatile chemicals; cmd=read; price = 1; member=1
[1142]  name=Level 1 Certificate; desc=A Certificate of education; cmd=read; price = 1; member=1
[1143]  name=Level 2 Certificate; desc=A Certificate of education; cmd=read; price = 1; member=1
[1144]  name=Level 3 Certificate; desc=A Certificate of education; cmd=read; price = 1; member=1
[1145]  name=Trowel; desc=A small device for digging; cmd=; price = 1; member=1
[1146]  name=Stamped letter of recommendation; desc=A stamped scroll with a recommendation on it; cmd=; price = 1; member=1
[1147]  name=Unstamped letter of recommendation; desc=I hereby recommend this student to undertake the Varrock City earth sciences exams; cmd=; price = 5; member=1
[1148]  name=Rock Sample; desc=A rock sample; cmd=; price = 1; member=1
[1149]  name=Rock Sample; desc=A rock sample; cmd=; price = 1; member=1
[1150]  name=Cracked rock Sample; desc=It's been cracked open; cmd=; price = 1; member=1
[1151]  name=Belt buckle; desc=been here some time; cmd=; price = 1; member=1
[1152]  name=Powering crystal2; desc=An intricately cut gemstone; cmd=; price = 0; member=1
[1153]  name=Powering crystal3; desc=An intricately cut gemstone; cmd=; price = 0; member=1
[1154]  name=Powering crystal4; desc=An intricately cut gemstone; cmd=; price = 0; member=1
[1155]  name=Old boot; desc=that's been here some time; cmd=; price = 1; member=1
[1156]  name=Bunny ears; desc=Get another from the clothes shop if you die; cmd=; price = 1; member=0
[1157]  name=Damaged armour; desc=that's been here some time; cmd=; price = 1; member=1
[1158]  name=Damaged armour; desc=that's been here some time; cmd=; price = 1; member=1
[1159]  name=Rusty sword; desc=that's been here some time; cmd=; price = 1; member=1
[1160]  name=Ammonium Nitrate; desc=An acrid chemical; cmd=; price = 20; member=1
[1161]  name=Nitroglycerin; desc=A strong acidic formula; cmd=; price = 2; member=1
[1162]  name=Old tooth; desc=a large single tooth; cmd=; price = 0; member=1
[1163]  name=Radimus Scrolls; desc=Scrolls that Radimus gave you; cmd=Read Scrolls; price = 5; member=1
[1164]  name=chest key; desc=A small key for a chest; cmd=; price = 1; member=1
[1165]  name=broken arrow; desc=that's been here some time; cmd=; price = 1; member=1
[1166]  name=buttons; desc=they've been here some time; cmd=; price = 1; member=1
[1167]  name=broken staff; desc=that's been here some time; cmd=; price = 1; member=1
[1168]  name=vase; desc=An old vase; cmd=; price = 1; member=1
[1169]  name=ceramic remains; desc=some ancient pottery; cmd=; price = 1; member=1
[1170]  name=Broken glass; desc=smashed glass; cmd=; price = 0; member=1
[1171]  name=Unidentified powder; desc=who knows what this is for?; cmd=; price = 20; member=1
[1172]  name=Machette; desc=A purpose built tool for cutting through thick jungle.; cmd=; price = 40; member=1
[1173]  name=Scroll; desc=A letter written by the expert; cmd=read; price = 5; member=1
[1174]  name=stone tablet; desc=some ancient script is engraved on here; cmd=read; price = 1; member=1
[1175]  name=Talisman of Zaros; desc=an ancient item; cmd=; price = 1; member=1
[1176]  name=Explosive compound; desc=A dark mystical powder; cmd=; price = 2; member=1
[1177]  name=Bull Roarer; desc=A sound producing instrument - it may attract attention; cmd=Swing; price = 1; member=1
[1178]  name=Mixed chemicals; desc=A pungent mix of 2 chemicals; cmd=; price = 2; member=1
[1179]  name=Ground charcoal; desc=Powdered charcoal!; cmd=; price = 20; member=1
[1180]  name=Mixed chemicals; desc=A pungent mix of 3 chemicals; cmd=; price = 2; member=1
[1181]  name=Spell scroll; desc=A magical scroll; cmd=read; price = 5; member=1
[1182]  name=Yommi tree seed; desc=A magical seed that grows into a Yommi tree - these need to be germinated; cmd=Inspect; price = 200; member=1
[1183]  name=Totem Pole; desc=A well crafted totem pole; cmd=; price = 500; member=1
[1184]  name=Dwarf cannon base; desc=bang; cmd=set down; price = 200000; member=1
[1185]  name=Dwarf cannon stand; desc=bang; cmd=; price = 200000; member=1
[1186]  name=Dwarf cannon barrels; desc=bang; cmd=; price = 200000; member=1
[1187]  name=Dwarf cannon furnace; desc=bang; cmd=; price = 150000; member=1
[1188]  name=Golden Bowl; desc=A specially made bowl constructed out of pure gold; cmd=; price = 1000; member=1
[1189]  name=Golden Bowl with pure water; desc=A golden bowl filled with pure water; cmd=; price = 1000; member=1
[1190]  name=Raw Manta ray; desc=A rare catch!; cmd=; price = 500; member=1
[1191]  name=Manta ray; desc=A rare catch!; cmd=eat; price = 500; member=1
[1192]  name=Raw Sea turtle; desc=A rare catch!; cmd=; price = 500; member=1
[1193]  name=Sea turtle; desc=Tasty!; cmd=eat; price = 500; member=1
[1194]  name=Annas Silver Necklace; desc=A necklace coated with silver; cmd=; price = 1; member=1
[1195]  name=Bobs Silver Teacup; desc=A tea cup coated with silver; cmd=; price = 1; member=1
[1196]  name=Carols Silver Bottle; desc=A little bottle coated with silver; cmd=; price = 1; member=1
[1197]  name=Davids Silver Book; desc=An ornamental book coated with silver; cmd=; price = 1; member=1
[1198]  name=Elizabeths Silver Needle; desc=An ornamental needle coated with silver; cmd=; price = 1; member=1
[1199]  name=Franks Silver Pot; desc=A small pot coated with silver; cmd=; price = 1; member=1
[1200]  name=Thread; desc=A piece of red thread discovered at the scene of the crime; cmd=; price = 1; member=1
[1201]  name=Thread; desc=A piece of green thread discovered at the scene of the crime; cmd=; price = 1; member=1
[1202]  name=Thread; desc=A piece of blue thread discovered at the scene of the crime; cmd=; price = 1; member=1
[1203]  name=Flypaper; desc=Sticky paper for catching flies; cmd=; price = 1; member=1
[1204]  name=Murder Scene Pot; desc=The pot has a sickly smell of poison mixed with wine; cmd=; price = 1; member=1
[1205]  name=A Silver Dagger; desc=Dagger Found at crime scene; cmd=; price = 1; member=1
[1206]  name=Murderers fingerprint; desc=An impression of the murderers fingerprint; cmd=; price = 1; member=1
[1207]  name=Annas fingerprint; desc=An impression of Annas fingerprint; cmd=; price = 1; member=1
[1208]  name=Bobs fingerprint; desc=An impression of Bobs fingerprint; cmd=; price = 1; member=1
[1209]  name=Carols fingerprint; desc=An impression of Carols fingerprint; cmd=; price = 1; member=1
[1210]  name=Davids fingerprint; desc=An impression of Davids fingerprint; cmd=; price = 1; member=1
[1211]  name=Elizabeths fingerprint; desc=An impression of Elizabeths fingerprint; cmd=; price = 1; member=1
[1212]  name=Franks fingerprint; desc=An impression of Franks fingerprint; cmd=; price = 1; member=1
[1213]  name=Zamorak Cape; desc=A cape from the almighty zamorak; cmd=; price = 100; member=1
[1214]  name=Saradomin Cape; desc=A cape from the almighty saradomin; cmd=; price = 100; member=1
[1215]  name=Guthix Cape; desc=A cape from the almighty guthix; cmd=; price = 100; member=1
[1216]  name=Staff of zamorak; desc=It's a stick of the gods; cmd=; price = 80000; member=1
[1217]  name=Staff of guthix; desc=It's a stick of the gods; cmd=; price = 80000; member=1
[1218]  name=Staff of Saradomin; desc=It's a stick of the gods; cmd=; price = 80000; member=1
[1219]  name=A chunk of crystal; desc=A reddish crystal fragment - it looks like it formed a shape at one time.; cmd=; price = 2000; member=1
[1220]  name=A lump of crystal; desc=A reddish crystal fragment - it looks like it formed a shape at one time.; cmd=; price = 2000; member=1
[1221]  name=A hunk of crystal; desc=A reddish crystal fragment - it looks like it formed a shape at one time.; cmd=; price = 2000; member=1
[1222]  name=A red crystal; desc=A heart shaped red crystal ; cmd=Inspect; price = 2000; member=1
[1223]  name=Unidentified fingerprint; desc=An impression of the murderers fingerprint; cmd=; price = 1; member=1
[1224]  name=Annas Silver Necklace; desc=A silver necklace coated with flour; cmd=; price = 1; member=1
[1225]  name=Bobs Silver Teacup; desc=A silver tea cup coated with flour; cmd=; price = 1; member=1
[1226]  name=Carols Silver Bottle; desc=A little silver bottle coated with flour; cmd=; price = 1; member=1
[1227]  name=Davids Silver Book; desc=An ornamental silver book coated with flour; cmd=; price = 1; member=1
[1228]  name=Elizabeths Silver Needle; desc=An ornamental silver needle coated with flour; cmd=; price = 1; member=1
[1229]  name=Franks Silver Pot; desc=A small silver pot coated with flour; cmd=; price = 1; member=1
[1230]  name=A Silver Dagger; desc=Dagger Found at crime scene coated with flour; cmd=; price = 1; member=1
[1231]  name=A glowing red crystal; desc=A glowing heart shaped red crystal - great magic must be present in this item; cmd=; price = 2000; member=1
[1232]  name=Unidentified liquid; desc=A strong acidic formula; cmd=; price = 2; member=1
[1233]  name=Radimus Scrolls; desc=Mission briefing and the completed map of Karamja - Sir Radimus will be pleased...; cmd=Read Scrolls; price = 5; member=1
[1234]  name=Robe; desc=A worn robe; cmd=; price = 15; member=1
[1235]  name=Armour; desc=An unusually red armour; cmd=; price = 40; member=1
[1236]  name=Dagger; desc=Short but pointy; cmd=; price = 35; member=1
[1237]  name=eye patch; desc=It makes me look very piratical; cmd=; price = 2; member=1
[1238]  name=Booking of Binding; desc=An ancient tome on Demonology; cmd=read; price = 1; member=1
[1239]  name=Holy Water Vial; desc=A deadly potion against evil kin; cmd=Throw; price = 3; member=1
[1240]  name=Enchanted Vial; desc=This enchanted vial is empty - but is ready for magical liquids.; cmd=; price = 200; member=1
[1241]  name=Scribbled notes; desc=It looks like a page ripped from a book; cmd=Read; price = 20; member=1
[1242]  name=Scrawled notes; desc=It looks like a page ripped from a book; cmd=Read; price = 20; member=1
[1243]  name=Scatched notes; desc=It looks like a page ripped from a book; cmd=Read; price = 20; member=1
[1244]  name=Shamans Tome; desc=An ancient tome on various subjects...; cmd=read; price = 1; member=1
[1245]  name=Edible seaweed; desc=slightly damp seaweed; cmd=eat; price = 2; member=1
[1246]  name=Rough Sketch of a bowl; desc=A roughly sketched picture of a bowl made from metal; cmd=Read; price = 5; member=1
[1247]  name=Burnt Manta ray; desc=oops!; cmd=; price = 500; member=1
[1248]  name=Burnt Sea turtle; desc=oops!; cmd=; price = 500; member=1
[1249]  name=Cut reed plant; desc=A narrow long tube - it might be useful for something; cmd=; price = 2; member=1
[1250]  name=Magical Fire Pass; desc=A pass which allows you to cross the flaming walls into the Flaming Octagon; cmd=; price = 1; member=1
[1251]  name=Snakes Weed Solution; desc=Snakes weed in water - part of a potion; cmd=; price = 1; member=1
[1252]  name=Ardrigal Solution; desc=Ardrigal herb in water - part of a potion; cmd=; price = 1; member=1
[1253]  name=Gujuo Potion; desc=A potion to help against fear of the supernatural; cmd=Drink; price = 1; member=1
[1254]  name=Germinated Yommi tree seed; desc=A magical seed that grows into a Yommi tree - these have been germinated.; cmd=Inspect; price = 200; member=1
[1255]  name=Dark Dagger; desc=An unusual looking dagger made of dark shiny obsidian; cmd=; price = 91; member=1
[1256]  name=Glowing Dark Dagger; desc=An unusual looking dagger made of dark shiny obsidian - it has an unnatural glow .; cmd=; price = 91; member=1
[1257]  name=Holy Force Spell; desc=A powerful incantation - it affects spirits of the underworld; cmd=Cast; price = 1; member=1
[1258]  name=Iron Pickaxe; desc=Used for mining; cmd=; price = 140; member=0
[1259]  name=Steel Pickaxe; desc=Requires level 6 mining to use; cmd=; price = 500; member=0
[1260]  name=Mithril Pickaxe; desc=Requires level 21 mining to use; cmd=; price = 1300; member=0
[1261]  name=Adamantite Pickaxe; desc=Requires level 31 mining to use; cmd=; price = 3200; member=0
[1262]  name=Rune Pickaxe; desc=Requires level 41 mining to use; cmd=; price = 32000; member=0
[1263]  name=Sleeping Bag; desc=Not as comfy as a bed but better than nothing; cmd=sleep; price = 30; member=0
[1264]  name=A blue wizards hat; desc=An ancient wizards hat.; cmd=; price = 2; member=1
[1265]  name=Gilded Totem Pole; desc=A well crafted totem pole - given to you as a gift from Gujuo; cmd=Inspect; price = 20; member=1
[1266]  name=Blessed Golden Bowl; desc=A specially made bowl constructed out of pure gold - it looks magical somehow; cmd=; price = 1000; member=1
[1267]  name=Blessed Golden Bowl with Pure Water; desc=A golden bowl filled with pure water - it looks magical somehow; cmd=; price = 1000; member=1
[1268]  name=Raw Oomlie Meat; desc=Raw meat from the Oomlie bird; cmd=; price = 10; member=1
[1269]  name=Cooked Oomlie meat Parcel; desc=Deliciously cooked Oomlie meat in a palm leaf pouch.; cmd=eat; price = 35; member=1
[1270]  name=Dragon Bone Certificate; desc=Each certificate exchangable at Yanille for 5 Dragon Bones; cmd=; price = 10; member=1
[1271]  name=Limpwurt Root Certificate; desc=Each certificate exchangable at Yanille for 5 Limpwort roots; cmd=; price = 10; member=1
[1272]  name=Prayer Potion Certificate; desc=Each certificate exchangable at Yanille for 5 prayer potions; cmd=; price = 10; member=1
[1273]  name=Super Attack Potion Certificate; desc=Exchangable at Yanille for 5; cmd=; price = 10; member=1
[1274]  name=Super Defense Potion Certificate; desc=Exchangable at Yanille for 5; cmd=; price = 10; member=1
[1275]  name=Super Strength Potion Certificate; desc=Exchangable at Yanille for 5; cmd=; price = 10; member=1
[1276]  name=Half Dragon Square Shield; desc=The Right Half of an ancient and powerful looking Dragon Square shield.; cmd=; price = 500000; member=1
[1277]  name=Half Dragon Square Shield; desc=Left Half of an ancient and powerful looking Dragon Square shield.; cmd=; price = 110000; member=1
[1278]  name=Dragon Square Shield; desc=An ancient and powerful looking Dragon Square shield.; cmd=; price = 500000; member=1
[1279]  name=Palm tree leaf; desc=A thick green plam leaf - natives use this to cook meat in; cmd=; price = 5; member=1
[1280]  name=Raw Oomlie Meat Parcel; desc=Oomlie meat in a palm leaf pouch - just needs to be cooked.; cmd=; price = 16; member=1
[1281]  name=Burnt Oomlie Meat parcel; desc=Oomlie meat in a palm leaf pouch - it's burnt.; cmd=; price = 1; member=1
[1282]  name=Bailing Bucket; desc=It's a water tight bucket; cmd=bail with ; price = 10; member=1
[1283]  name=Plank; desc=Damaged remains of the ship; cmd=; price = 1; member=1
[1284]  name=Arcenia root; desc=the root of an arcenia plant; cmd=; price = 7; member=1
[1285]  name=display tea; desc=A nice cup of tea - for display only; cmd=; price = 10; member=1
[1286]  name=Blessed Golden Bowl with plain water; desc=A golden bowl filled with plain water; cmd=Empty; price = 1000; member=1
[1287]  name=Golden Bowl with plain water; desc=A golden bowl filled with plain water; cmd=Empty; price = 1000; member=1
[1288]  name=Cape of legends; desc=Shows I am a member of the legends guild; cmd=; price = 450; member=1
[1289]  name=Scythe; desc=Get another from the clothes shop if you die; cmd=; price = 15; member=0

