[0]  name=Tree; desc=A pointy tree; cmd1=Chop; cmd2=Examine; name? = tree2
[819]  name=Rocks; desc=You should be able to move these; cmd1=clear; cmd2=search; name? = cave rocktrap1
[820]  name=Rocks; desc=You should be able to move these; cmd1=clear; cmd2=search; name? = cave rocktrap1
[821]  name=Rocks; desc=You should be able to move these; cmd1=clear; cmd2=search; name? = cave rocktrap1
[822]  name=Rocks; desc=You should be able to move these; cmd1=clear; cmd2=search; name? = cave rocktrap1
[823]  name=Rocks; desc=You should be able to move these; cmd1=clear; cmd2=search; name? = cave rocktrap1
[824]  name=Rocks; desc=You should be able to move these; cmd1=clear; cmd2=search; name? = cave rocktrap1
[825]  name=Passage; desc=Looks suspicous!; cmd1=Walk here; cmd2=search; name? = cave snaptrap
[826]  name=snap trap; desc=aaaarghh; cmd1=WalkTo; cmd2=Examine; name? = cave snaptrapa
[827]  name=Wooden planks; desc=You can walk across these; cmd1=WalkTo; cmd2=Examine; name? = cave planks
[828]  name=Passage; desc=Looks suspicous!; cmd1=Walk here; cmd2=search; name? = cave snaptrap
[829]  name=Passage; desc=Looks suspicous!; cmd1=Walk here; cmd2=search; name? = cave snaptrap
[830]  name=Flames of zamorak; desc=Careful; cmd1=search; cmd2=Examine; name? = cave bloodwell
[831]  name=Platform; desc=An ancient construction; cmd1=WalkTo; cmd2=Examine; name? = cave platform verysmall
[832]  name=Rock; desc=Scripture has been carved into the rock; cmd1=read; cmd2=Examine; name? = cave carvings
[833]  name=Rock; desc=Scripture has been carved into the rock; cmd1=read; cmd2=Examine; name? = cave carvings
[834]  name=Rock; desc=Scripture has been carved into the rock; cmd1=read; cmd2=Examine; name? = cave carvings
[835]  name=Rock; desc=Scripture has been carved into the rock; cmd1=read; cmd2=Examine; name? = cave carvings
[836]  name=wall grill; desc=It seems to filter the rotten air through the caverns; cmd1=climb up; cmd2=Examine; name? = cave wallgrill
[837]  name=Ledge; desc=I might be able to make to the other side; cmd1=jump off; cmd2=climb up; name? = cave ledge
[838]  name=wall grill; desc=It seems to filter the rotten air through the caverns; cmd1=climb up; cmd2=Examine; name? = cave wallgrill
[839]  name=Dug up soil; desc=A freshly dug pile of mud; cmd1=search; cmd2=Examine; name? = mudpatch
[840]  name=Dug up soil; desc=A freshly dug pile of mud; cmd1=search; cmd2=Examine; name? = mudpatch
[841]  name=Pile of mud; desc=Mud caved in from above; cmd1=climb; cmd2=Examine; name? = mudpile
[842]  name=stalagmite; desc=Formed over thosands of years; cmd1=WalkTo; cmd2=Examine; name? = cave small stagamite
[843]  name=Pile of mud; desc=Mud and rocks piled up; cmd1=climb; cmd2=Examine; name? = mudpile
[844]  name=Pile of mud; desc=Mud and rocks piled up; cmd1=climb; cmd2=Examine; name? = mudpile
[845]  name=Pile of mud; desc=Mud and rocks piled up; cmd1=climb; cmd2=Examine; name? = mudpile
[846]  name=Pile of mud; desc=Mud and rocks piled up; cmd1=climb; cmd2=Examine; name? = mudpile
[847]  name=Pile of mud; desc=Mud and rocks piled up; cmd1=climb; cmd2=Examine; name? = mudpile
[848]  name=Spiked pit; desc=I don't want to go down there; cmd1=WalkTo; cmd2=Examine; name? = spikedpit
[849]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[850]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[851]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[852]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[853]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[854]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[855]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[856]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[857]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[858]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[859]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[860]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[861]  name=Ledge; desc=I might be able to climb that; cmd1=climb up; cmd2=Examine; name? = cave ledge
[862]  name=Ledge; desc=I might be able to climb that; cmd1=climb up; cmd2=Examine; name? = cave ledge
[863]  name=Ledge; desc=I might be able to climb that; cmd1=climb up; cmd2=Examine; name? = cave ledge
[864]  name=Ledge; desc=I might be able to climb that; cmd1=climb up; cmd2=Examine; name? = cave ledge
[865]  name=Ledge; desc=I might be able to climb that; cmd1=climb up; cmd2=Examine; name? = cave ledge
[866]  name=Ledge; desc=I might be able to climb that; cmd1=climb up; cmd2=Examine; name? = cave ledge
[867]  name=Boulder; desc=Could be dangerous!; cmd1=WalkTo; cmd2=Examine; name? = cave bolder
[868]  name=crate; desc=Someone or something has been here before us; cmd1=WalkTo; cmd2=Search; name? = crate
[869]  name=Door; desc=Spooky!; cmd1=open; cmd2=Examine; name? = cave templedoor
[870]  name=Platform; desc=An ancient construction; cmd1=WalkTo; cmd2=Examine; name? = cave platform small2
[871]  name=Cage remains; desc=Poor unicorn!; cmd1=WalkTo; cmd2=Search; name? = cave smashedcage
[872]  name=Ledge; desc=I might be able to climb that; cmd1=climb up; cmd2=Examine; name? = cave ledge
[873]  name=Passage; desc=Looks suspicous!; cmd1=Walk here; cmd2=Examine; name? = cave snaptrap
[874]  name=Passage; desc=Looks suspicous!; cmd1=Walk here; cmd2=Examine; name? = cave snaptrap
[875]  name=Gate of Zamorak; desc=It doesn't look very inviting; cmd1=open; cmd2=Examine; name? = rams skull door
[876]  name=Rocks; desc=A small rocky outcrop; cmd1=climb over; cmd2=Examine; name? = cave rock1
[877]  name=Bridge support; desc=An ancient construction; cmd1=WalkTo; cmd2=Examine; name? = cave bridge supportbase
[878]  name=Tomb of Iban; desc=A clay shrine to lord iban; cmd1=Open; cmd2=Examine; name? = hazeeltomb
[879]  name=Claws of Iban; desc=claws of iban; cmd1=WalkTo; cmd2=Examine; name? = clawsofiban
[880]  name=barrel; desc=Its stinks of achol; cmd1=empty; cmd2=Examine; name? = barrel
[881]  name=Rock; desc=Scripture has been carved into the rock; cmd1=read; cmd2=Examine; name? = cave carvings
[882]  name=Rocks; desc=More rocks; cmd1=step over; cmd2=search for traps; name? = cave speartrap
[883]  name=Rocks; desc=More rocks; cmd1=step over; cmd2=search for traps; name? = cave speartrap
[884]  name=Swamp; desc=That smells horrid; cmd1=WalkTo; cmd2=Examine; name? = cave swampbubbles
[885]  name=Chest; desc=Perhaps I should search it; cmd1=Search; cmd2=Examine; name? = ChestOpen
[886]  name=Stone bridge; desc=An ancient stone construction; cmd1=WalkTo; cmd2=Examine; name? = bridge section corner
[887]  name=cage; desc=That's no way to live; cmd1=search; cmd2=Examine; name? = gnomecage
[888]  name=cage; desc=That's no way to live; cmd1=search; cmd2=Examine; name? = gnomecage
[889]  name=Stone steps; desc=They lead into the darkness; cmd1=walk down; cmd2=Examine; name? = cave bridge stairs
[890]  name=Pile of mud; desc=Mud and rocks piled up; cmd1=climb; cmd2=Examine; name? = mudpile
[891]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=cross; cmd2=Examine; name? = bridge section collapsed
[892]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=jump over; cmd2=Examine; name? = bridge section collapsed2
[893]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=cross; cmd2=Examine; name? = bridge section collapsed
[894]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=jump over; cmd2=Examine; name? = bridge section collapsed2
[895]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=cross; cmd2=Examine; name? = bridge section collapsed
[896]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=jump over; cmd2=Examine; name? = bridge section collapsed2
[897]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=cross; cmd2=Examine; name? = bridge section collapsed
[898]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=jump over; cmd2=Examine; name? = bridge section collapsed2
[899]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=cross; cmd2=Examine; name? = bridge section collapsed
[900]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=jump over; cmd2=Examine; name? = bridge section collapsed2
[901]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=cross; cmd2=Examine; name? = bridge section collapsed
[902]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=jump over; cmd2=Examine; name? = bridge section collapsed2
[903]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=cross; cmd2=Examine; name? = bridge section collapsed
[904]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=jump over; cmd2=Examine; name? = bridge section collapsed2
[905]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=cross; cmd2=Examine; name? = bridge section collapsed
[906]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=jump over; cmd2=Examine; name? = bridge section collapsed2
[907]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=cross; cmd2=Examine; name? = bridge section collapsed
[908]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=jump over; cmd2=Examine; name? = bridge section collapsed2
[909]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=cross; cmd2=Examine; name? = bridge section collapsed
[910]  name=Stone bridge; desc=The bridge has partly collapsed; cmd1=jump over; cmd2=Examine; name? = bridge section collapsed2
[911]  name=Chest; desc=Perhaps I should search it; cmd1=Search; cmd2=Close; name? = ChestOpen
[912]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Examine; name? = ChestClosed
[913]  name=Pit of the Damned; desc=The son of zamoracks alter...; cmd1=WalkTo; cmd2=Examine; name? = cave temple alter
[914]  name=Open Door; desc=Spooky!; cmd1=open; cmd2=Examine; name? = cave templedooropen
[915]  name=signpost; desc=Observatory reception; cmd1=WalkTo; cmd2=Examine; name? = signpost
[916]  name=Stone Gate; desc=A mystical looking object; cmd1=Go through; cmd2=Look; name? = henge
[917]  name=Chest; desc=Perhaps there is something inside; cmd1=Search; cmd2=Close; name? = ChestOpen
[918]  name=Zodiac; desc=A map of the twelve signs of the zodiac; cmd1=WalkTo; cmd2=Examine; name? = zodiac
[919]  name=Chest; desc=Perhaps I should search it; cmd1=Search; cmd2=Close; name? = ChestOpen
[920]  name=Ladder; desc=it's a ladder leading upwards; cmd1=Climb-Up; cmd2=Examine; name? = ladder
[921]  name=Stone steps; desc=They lead into the darkness; cmd1=walk down; cmd2=Examine; name? = cave bridge stairs
[922]  name=Rock; desc=Scripture has been carved into the rock; cmd1=read; cmd2=Examine; name? = cave carvings
[923]  name=Rock; desc=Scripture has been carved into the rock; cmd1=read; cmd2=Examine; name? = cave carvings
[924]  name=Rock; desc=Scripture has been carved into the rock; cmd1=read; cmd2=Examine; name? = cave carvings
[925]  name=Telescope; desc=A device for viewing the heavens; cmd1=Use; cmd2=Examine; name? = telescope
[926]  name=Gate; desc=The entrance to the dungeon jail; cmd1=open; cmd2=Examine; name? = metalgateclosed
[927]  name=sacks; desc=These sacks feels lumpy!; cmd1=Search; cmd2=Examine; name? = sacks
[928]  name=Ladder; desc=the ladder goes down into a dark area; cmd1=Climb-Down; cmd2=Examine; name? = ladderdown
[929]  name=Chest; desc=All these chests look the same!; cmd1=Open; cmd2=Examine; name? = ChestClosed
[930]  name=Chest; desc=All these chests look the same!; cmd1=Open; cmd2=Examine; name? = ChestClosed
[931]  name=EMPTY SLOT; desc=PLEASE USE THIS EMPTY SLOT; cmd1=Use; cmd2=Examine; name? = barrel
[932]  name=Iron Gate; desc=A well wrought iron gate - it's locked.; cmd1=Open; cmd2=Search; name? = metalgateclosed
[933]  name=Ladder; desc=the ladder down to the cavern; cmd1=Climb-Down; cmd2=Examine; name? = ladderdown
[934]  name=Chest; desc=Perhaps there is something inside; cmd1=Search; cmd2=Close; name? = ChestOpen
[935]  name=Chest; desc=All these chests look the same!; cmd1=Open; cmd2=Examine; name? = ChestClosed
[936]  name=Chest; desc=Perhaps there is something inside; cmd1=Search; cmd2=Close; name? = ChestOpen
[937]  name=Chest; desc=All these chests look the same!; cmd1=Open; cmd2=Examine; name? = ChestClosed
[938]  name=Rockslide; desc=A pile of rocks blocks your path; cmd1=WalkTo; cmd2=Examine; name? = rock3
[939]  name=Altar; desc=An altar to the evil God Zamorak; cmd1=Recharge at; cmd2=Examine; name? = chaosaltar
[940]  name=column; desc=Formed over thousands of years; cmd1=WalkTo; cmd2=Examine; name? = cave pillar
[941]  name=Grave of Scorpius; desc=Here lies Scorpius: dread follower of zamorak; cmd1=Read; cmd2=Examine; name? = gravestone1
[942]  name=Bank Chest; desc=Allows you to access your bank.; cmd1=Open; cmd2=Examine; name? = ChestClosed
[943]  name=dwarf multicannon; desc=fires metal balls; cmd1=fire; cmd2=pick up; name? = dwarf multicannon
[944]  name=Disturbed sand; desc=Footprints in the sand show signs of a struggle; cmd1=Look; cmd2=Search; name? = sandyfootsteps
[945]  name=Disturbed sand; desc=Footprints in the sand show signs of a struggle; cmd1=Look; cmd2=Search; name? = sandyfootsteps
[946]  name=dwarf multicannon base; desc=bang; cmd1=pick up; cmd2=Examine; name? = dwarf multicannon part1
[947]  name=dwarf multicannon stand; desc=bang; cmd1=pick up; cmd2=Examine; name? = dwarf multicannon part2
[948]  name=dwarf multicannon barrels; desc=bang; cmd1=pick up; cmd2=Examine; name? = dwarf multicannon part3
[949]  name=Cave; desc=I wonder what's inside!; cmd1=enter; cmd2=Examine; name? = small caveentrance2
[950]  name=Cave; desc=I wonder what's inside!; cmd1=enter; cmd2=Examine; name? = small caveentrance2
[951]  name=fence; desc=These bridges seem hastily put up; cmd1=WalkTo; cmd2=Examine; name? = gnomefence
[952]  name=FREE SLOT; desc=FREE SLOT PLEASE USE ; cmd1=WalkTo; cmd2=Climb; name? = brownclimbingrocks
[953]  name=Rocks; desc=I wonder if I can climb up these; cmd1=climb; cmd2=Examine; name? = brownclimbingrocks
[954]  name=Rocks; desc=I wonder if I can climb up these; cmd1=climb; cmd2=Examine; name? = brownclimbingrocks
[955]  name=Cave entrance; desc=A noxious smell emanates from the cave...; cmd1=enter; cmd2=Examine; name? = caveentrance2
[956]  name=Chest; desc=Perhaps I should search it; cmd1=Search; cmd2=Close; name? = ChestOpen
[957]  name=Chest; desc=I wouldn't like to think where the owner is now; cmd1=Search; cmd2=Close; name? = ChestClosed
[958]  name=Wooden Doors; desc=Large oak doors constantly watched by guards; cmd1=Open; cmd2=Watch; name? = hillsidedoor
[959]  name=Pedestal; desc=something fits on here; cmd1=WalkTo; cmd2=Examine; name? = stonestand
[960]  name=bush; desc=A leafy bush; cmd1=Search; cmd2=Examine; name? = bush1
[961]  name=bush; desc=A leafy bush; cmd1=Search; cmd2=Examine; name? = bush1
[962]  name=Standard; desc=A standard with a human skull on it; cmd1=Search; cmd2=Examine; name? = ogre standard
[963]  name=Mining Cave; desc=A gaping hole that leads to another section of the mine; cmd1=enter; cmd2=Examine; name? = caveentrance2
[964]  name=Mining Cave; desc=A gaping hole that leads to another section of the mine; cmd1=enter; cmd2=Examine; name? = caveentrance2
[965]  name=Rocks; desc=A small rocky outcrop; cmd1=WalkTo; cmd2=Examine; name? = cave rock1
[966]  name=Lift; desc=To brings mined rocks to the surface; cmd1=Operate; cmd2=Examine; name? = liftwinch
[967]  name=Mining Barrel; desc=For loading up mined stone from below ground; cmd1=WalkTo; cmd2=Search; name? = barrel
[968]  name=Hole; desc=I wonder where this leads...; cmd1=enter; cmd2=Examine; name? = hole
[969]  name=Hole; desc=I wonder where this leads...; cmd1=enter; cmd2=Examine; name? = hole
[970]  name=Cave; desc=I wonder what's inside!; cmd1=enter; cmd2=Examine; name? = small caveentrance2
[971]  name=Cave; desc=I wonder what's inside!; cmd1=enter; cmd2=Examine; name? = small caveentrance2
[972]  name=Cave; desc=I wonder what's inside!; cmd1=enter; cmd2=Examine; name? = small caveentrance2
[973]  name=Counter; desc=An ogre is selling items here; cmd1=Steal from; cmd2=Examine; name? = rockcounter
[974]  name=Track; desc=Train track; cmd1=Look; cmd2=Examine; name? = trackcurve
[975]  name=Cave; desc=I wonder what's inside!; cmd1=enter; cmd2=Examine; name? = small caveentrance2
[976]  name=Mine Cart; desc=A heavily constructed and often used mining cart.; cmd1=Look; cmd2=Search; name? = minecart
[977]  name=Lift Platform; desc=A wooden lift that is operated from the surface.; cmd1=Use; cmd2=Search; name? = liftbed
[978]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Examine; name? = ChestClosed
[979]  name=Chest; desc=I wonder what is inside...; cmd1=Close; cmd2=Examine; name? = ChestOpen
[980]  name=Watch tower; desc=They're always watching; cmd1=WalkTo; cmd2=Examine; name? = watchtower
[981]  name=Ladder; desc=it's a ladder leading upwards; cmd1=Climb-Up; cmd2=Examine; name? = ladder
[982]  name=Cave entrance; desc=I wonder what is inside...; cmd1=enter; cmd2=Examine; name? = caveentrance
[983]  name=Pile of mud; desc=Mud caved in from above; cmd1=climb; cmd2=Examine; name? = mudpile
[984]  name=Cave; desc=I wonder what's inside!; cmd1=enter; cmd2=Examine; name? = small caveentrance2
[985]  name=Ladder; desc=it's a ladder leading downwards; cmd1=Climb-Down; cmd2=Examine; name? = ladderdown
[986]  name=crate; desc=A crate; cmd1=search; cmd2=Examine; name? = crate
[987]  name=crate; desc=A crate; cmd1=search; cmd2=Examine; name? = crate
[988]  name=Gate; desc=This gate barrs your way into gu'tanoth; cmd1=open; cmd2=Examine; name? = metalgateclosed
[989]  name=Gate; desc=This gate barrs your way into gu'tanoth; cmd1=open; cmd2=Examine; name? = metalgateclosed
[990]  name=bush; desc=A leafy bush; cmd1=Search; cmd2=Examine; name? = bush1
[991]  name=bush; desc=A leafy bush; cmd1=Search; cmd2=Examine; name? = bush1
[992]  name=bush; desc=A leafy bush; cmd1=Search; cmd2=Examine; name? = bush1
[993]  name=bush; desc=A leafy bush; cmd1=Search; cmd2=Examine; name? = bush1
[994]  name=multicannon; desc=fires metal balls; cmd1=inspect; cmd2=Examine; name? = dwarf multicannon
[995]  name=Rocks; desc=Some rocks are close to the egde; cmd1=jump over; cmd2=look at; name? = cave rock1
[996]  name=Rocks; desc=Some rocks are close to the edge; cmd1=jump over; cmd2=look at; name? = cave rock1
[997]  name=Ladder; desc=it's a ladder leading downwards; cmd1=Climb-down; cmd2=Examine; name? = ladderdown
[998]  name=Cave entrance; desc=I wonder what is inside...; cmd1=enter; cmd2=Examine; name? = small caveentrance2
[999]  name=Counter; desc=An ogre is selling cakes here; cmd1=Steal from; cmd2=Examine; name? = rock cake counter
[1000]  name=Chest; desc=Perhaps I should search it; cmd1=Search; cmd2=Close; name? = ChestOpen
[1001]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Examine; name? = ChestClosed
[1002]  name=Chest; desc=Perhaps I should search it; cmd1=Search; cmd2=Close; name? = ChestOpen
[1003]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Examine; name? = ChestClosed
[1004]  name=Bookcase; desc=A large collection of books; cmd1=Look; cmd2=Search; name? = bookcase
[1005]  name=Captains Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Examine; name? = ChestClosed
[1006]  name=Experimental Anvil; desc=An experimental anvil - for developing new techniques in forging; cmd1=Use; cmd2=Examine; name? = anvil
[1007]  name=Rocks; desc=A small pile of stones; cmd1=Search; cmd2=Examine; name? = cave rock1
[1008]  name=Rocks; desc=A small rocky outcrop; cmd1=Search; cmd2=Examine; name? = cave rock1
[1009]  name=Column; desc=Created by ancient mages; cmd1=WalkTo; cmd2=Examine; name? = magearena colomn
[1010]  name=Wall; desc=Created by ancient mages; cmd1=WalkTo; cmd2=Examine; name? = magearena wall
[1011]  name=Wall; desc=Created by ancient mages; cmd1=WalkTo; cmd2=Examine; name? = magearena corner
[1012]  name=Wall; desc=Created by ancient mages; cmd1=WalkTo; cmd2=Examine; name? = magearena tallwall
[1013]  name=Wall; desc=Created by ancient mages; cmd1=WalkTo; cmd2=Examine; name? = magearena cornerfill
[1014]  name=Lever; desc=The lever is up; cmd1=pull; cmd2=Examine; name? = leverup
[1015]  name=Lever; desc=The lever is down; cmd1=pull; cmd2=Examine; name? = leverdown
[1016]  name=Wall; desc=Created by ancient mages; cmd1=WalkTo; cmd2=Examine; name? = magearena tallcorner
[1017]  name=Ladder; desc=it's a ladder leading downwards; cmd1=Climb-Down; cmd2=Examine; name? = ladderdown
[1018]  name=Wall; desc=Created by ancient mages; cmd1=WalkTo; cmd2=Examine; name? = magearena plain wall
[1019]  name=Gate; desc=The gate is closed; cmd1=open; cmd2=Examine; name? = metalgateclosed
[1020]  name=Gate; desc=The gate is closed; cmd1=open; cmd2=Examine; name? = metalgateclosed
[1021]  name=Ladder; desc=it's a ladder leading upwards; cmd1=Climb-Up; cmd2=Examine; name? = ladder
[1022]  name=shock; desc=cosmic energy; cmd1=WalkTo; cmd2=Examine; name? = spellshock
[1023]  name=Desk; desc=A very strong looking table with some locked drawers.; cmd1=WalkTo; cmd2=Search; name? = counter
[1024]  name=Cave; desc=I wonder what's inside!; cmd1=enter; cmd2=Examine; name? = small caveentrance2
[1025]  name=Mining Cart; desc=A sturdy well built mining cart with barrels full of rock on the back.; cmd1=WalkTo; cmd2=Search; name? = cart
[1026]  name=Rock of Dalgroth; desc=A mysterious boulder of the ogres; cmd1=mine; cmd2=prospect; name? = cave bolder
[1027]  name=entrance; desc=Created by ancient mages; cmd1=walk through; cmd2=Examine; name? = magearena door
[1028]  name=Dried Cactus; desc=It looks very spikey; cmd1=WalkTo; cmd2=Examine; name? = cactuswatered
[1029]  name=climbing rocks; desc=I wonder if I can climb up these; cmd1=climb; cmd2=Examine; name? = climbing_rocks
[1030]  name=Rocks; desc=Strange rocks - who knows why they're wanted?; cmd1=Mine; cmd2=Prospect; name? = tinrock1
[1031]  name=lightning; desc=blimey!; cmd1=WalkTo; cmd2=Examine; name? = lightning1
[1032]  name=lightning; desc=blimey!; cmd1=WalkTo; cmd2=Examine; name? = lightning2
[1033]  name=lightning; desc=blimey!; cmd1=WalkTo; cmd2=Examine; name? = lightning3
[1034]  name=Counter; desc=An ogre is selling cakes here; cmd1=Steal from; cmd2=Examine; name? = rock cake counter
[1035]  name=Crude bed; desc=A flea infested sleeping experience; cmd1=rest; cmd2=Examine; name? = poorbed
[1036]  name=flames; desc=looks hot!; cmd1=WalkTo; cmd2=Examine; name? = firespell1
[1037]  name=flames; desc=looks hot!; cmd1=WalkTo; cmd2=Examine; name? = firespell2
[1038]  name=flames; desc=looks hot!; cmd1=WalkTo; cmd2=Examine; name? = firespell3
[1039]  name=crate; desc=A crate used for storing materials; cmd1=search; cmd2=Examine; name? = crate
[1040]  name=crate; desc=A crate used for storing materials; cmd1=search; cmd2=Examine; name? = crate
[1041]  name=barrel; desc=Its shut; cmd1=search; cmd2=Examine; name? = barrel
[1042]  name=Brick; desc=A stone brick; cmd1=WalkTo; cmd2=Examine; name? = 1-1light
[1043]  name=Brick; desc=A stone brick; cmd1=WalkTo; cmd2=Examine; name? = 1-1dark
[1044]  name=Brick; desc=A stone brick; cmd1=WalkTo; cmd2=Examine; name? = 1-3light
[1045]  name=Brick; desc=A stone brick; cmd1=WalkTo; cmd2=Examine; name? = 1-3dark
[1046]  name=Brick; desc=A stone brick; cmd1=WalkTo; cmd2=Examine; name? = 2-2light
[1047]  name=Brick; desc=A stone brick; cmd1=WalkTo; cmd2=Examine; name? = 2-2dark
[1048]  name=Barrier; desc=this section is roped off; cmd1=WalkTo; cmd2=Examine; name? = barrier1
[1049]  name=buried skeleton; desc=I hope I don't meet any of these; cmd1=search; cmd2=Examine; name? = halfburiedskeleton
[1050]  name=Brick; desc=A stone brick; cmd1=WalkTo; cmd2=Examine; name? = 2-1light
[1051]  name=Brick; desc=A stone brick; cmd1=WalkTo; cmd2=Examine; name? = 2-1light
[1052]  name=Specimen tray; desc=A pile of sifted earth; cmd1=WalkTo; cmd2=Search; name? = compost
[1053]  name=Lift; desc=This winches earth from the dig hole; cmd1=Operate; cmd2=Examine; name? = liftwinch
[1054]  name=crate; desc=A crate; cmd1=search; cmd2=Examine; name? = crate
[1055]  name=crate; desc=A crate; cmd1=search; cmd2=Examine; name? = crate
[1056]  name=Urn; desc=A large ornamental urn; cmd1=WalkTo; cmd2=Examine; name? = largeurn
[1057]  name=buried skeleton; desc=I'm glad this isn't around now; cmd1=search; cmd2=Examine; name? = halfburiedskeleton2
[1058]  name=panning point; desc=a shallow where I can pan for gold; cmd1=WalkTo; cmd2=Examine; name? = fishing
[1059]  name=Rocks; desc=A small rocky outcrop; cmd1=WalkTo; cmd2=Examine; name? = cave rock1
[1060]  name=signpost; desc=a signpost; cmd1=read; cmd2=Examine; name? = signpost2
[1061]  name=signpost; desc=a signpost; cmd1=read; cmd2=Examine; name? = signpost2
[1062]  name=signpost; desc=a signpost; cmd1=read; cmd2=Examine; name? = signpost2
[1063]  name=signpost; desc=a signpost; cmd1=read; cmd2=Examine; name? = signpost2
[1064]  name=signpost; desc=Digsite educational centre; cmd1=WalkTo; cmd2=Examine; name? = signpost
[1065]  name=soil; desc=soil; cmd1=WalkTo; cmd2=Examine; name? = dugupsoil1
[1066]  name=soil; desc=soil; cmd1=WalkTo; cmd2=Examine; name? = dugupsoil2
[1067]  name=soil; desc=soil; cmd1=WalkTo; cmd2=Examine; name? = dugupsoil3
[1068]  name=Gate; desc=The gate has closed; cmd1=open; cmd2=Examine; name? = metalgateclosed
[1069]  name=ship; desc=The ship is sinking; cmd1=WalkTo; cmd2=Examine; name? = sinkingshipfront
[1070]  name=barrel; desc=The ship is sinking; cmd1=climb on; cmd2=Examine; name? = sinkingbarrel
[1071]  name=Leak; desc=The ship is sinking; cmd1=fill; cmd2=Examine; name? = shipleak
[1072]  name=bush; desc=A leafy bush; cmd1=search; cmd2=Examine; name? = bush1
[1073]  name=bush; desc=A leafy bush; cmd1=search; cmd2=Examine; name? = bush1
[1074]  name=cupboard; desc=The cupboard is shut; cmd1=open; cmd2=Examine; name? = cupboard
[1075]  name=sacks; desc=Yep they're sacks; cmd1=search; cmd2=Examine; name? = sacks
[1076]  name=sacks; desc=Yep they're sacks; cmd1=search; cmd2=Examine; name? = sacks
[1077]  name=Leak; desc=The ship is sinking; cmd1=fill; cmd2=Examine; name? = shipleak2
[1078]  name=cupboard; desc=The cupboard is shut; cmd1=search; cmd2=Examine; name? = cupboardopen
[1079]  name=Wrought Mithril Gates; desc=Magnificent wrought mithril gates giving access to the Legends Guild; cmd1=open; cmd2=Search; name? = metalgateclosed
[1080]  name=Legends Hall Doors; desc=Solid Oak doors leading to the Hall of Legends; cmd1=Open; cmd2=Search; name? = doubledoorsclosed
[1081]  name=Camp bed; desc=Not comfortable but useful nonetheless; cmd1=rest; cmd2=Examine; name? = poorbed
[1082]  name=barrel; desc=It has a lid on it - I need something to lever it off; cmd1=WalkTo; cmd2=Examine; name? = barrel
[1083]  name=barrel; desc=I wonder what is inside...; cmd1=search; cmd2=Examine; name? = barrel
[1084]  name=Chest; desc=Perhaps I should search it; cmd1=Search; cmd2=Close; name? = ChestOpen
[1085]  name=Chest; desc=I wonder what is inside...; cmd1=Open; cmd2=Examine; name? = ChestClosed
[1086]  name=Dense Jungle Tree; desc=Thick vegetation; cmd1=Chop; cmd2=Examine; name? = jungle medium size plant
[1087]  name=Jungle tree stump; desc=A chopped down jungle tree; cmd1=Walk; cmd2=Examine; name? = treestump
